label,maximum,mean,median,minimum,sigma,sum,variance,bbox_0,bbox_1,bbox_2,bbox_3,bbox_4,bbox_5,centroid_0,centroid_1,centroid_2,elongation,feret_diameter,flatness,roundness,equivalent_ellipsoid_diameter_0,equivalent_ellipsoid_diameter_1,equivalent_ellipsoid_diameter_2,equivalent_spherical_perimeter,equivalent_spherical_radius,number_of_pixels,number_of_pixels_on_border,perimeter,perimeter_on_border,perimeter_on_border_ratio,principal_axes0,principal_axes1,principal_axes2,principal_axes3,principal_axes4,principal_axes5,principal_axes6,principal_axes7,principal_axes8,principal_moments0,principal_moments1,principal_moments2,age,image_id,genotype
11,208.0,172.08,171.66015625,126.0,21.361803918832916,4302.0,456.3266666666653,114,328,6,2,4,5,114.48,329.32,8.12,1.7181010515382886,4.58257569495584,1.632624456553106,0.9615564439021074,2.1846072082792296,3.566643156198875,6.127853357127129,41.34701201406795,1.8139158392989045,25,0,43.000088321676664,0.0,0.0,0.9771910544470083,-0.21185886993192016,0.01461035043774852,-0.20775200192734888,-0.9679700703664478,-0.14097180061967318,0.0440085083128577,0.13472105294252912,-0.9899057980889533,0.23000694042273345,0.6130749011484609,1.8097181584257782,8,0,cpfl
12,504.0,237.28125,215.35546875,119.0,71.70981145438559,60744.0,5142.297058823529,114,332,3,7,11,9,116.703125,337.0234375,6.79296875,1.1442133011841524,10.392304845413264,1.976116993670864,0.8410320839487945,4.78302901107077,9.451824909997695,10.814903782483066,194.97432913214573,3.938980087370786,256,0,231.82745682745747,0.0,0.0,0.8894961924586351,0.4526339944858386,0.0626018421245284,-0.10532813841441357,0.06978894823530225,0.9919856279011126,0.4446375005099598,-0.8889611744840171,0.10975209975326748,1.2054259320541862,4.707234520088852,6.1628247773491465,8,0,cpfl
13,200.0,170.33333333333334,171.66015625,149.0,19.633305036765172,1022.0,385.46666666666863,129,336,0,2,1,3,129.5,336.0,1.0,1.632993161855452,2.23606797749979,0.0,1.0918957468809676,0.0,0.0,0.0,15.96804047389762,1.1272516517868265,6,2,14.624143852112987,2.0,0.1367601426945091,0.0,1.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-1.0,0.0,0.25,0.6666666666666667,8,0,cpfl
14,238.0,194.52173913043478,184.14453125,135.0,31.851744015641373,4474.0,1014.533596837946,145,321,6,3,3,6,146.2173913043478,321.7391304347826,8.652173913043478,1.9807031127260615,5.0990195135927845,1.179560884662759,0.9495822516727199,2.516651240609181,2.9685433637605954,5.879803080862905,39.11133875640761,1.7641942770035128,23,0,41.18794205295194,0.0,0.0,0.09499680955486975,-0.9856244963891577,-0.1397138443104857,-0.9727225253761218,-0.06206991441280058,-0.22351334266814193,0.21162819944490935,0.1571358579141198,-0.9646355930387894,0.32991227363637166,0.4590280213129778,1.8008517655198157,8,0,cpfl
15,986.0,339.07134637514383,290.26171875,116.0,164.19615522998583,294653.0,26960.3773923096,156,306,3,20,12,14,166.27157652474108,311.2220943613349,9.218642117376294,1.7514949033943625,19.87460691435179,1.3631316403940539,0.6918196443563835,7.989364332067301,10.890555307676646,19.074752116530068,440.3830978150317,5.919845727355737,869,0,636.557665581657,0.0,0.0,-0.34849755648162084,0.735387775775778,0.5811663035361677,0.14139101287069042,-0.5716964797158334,0.8081903962309397,0.9265840677487045,0.36382407056168886,0.09525760376045085,4.025763020919537,7.480382463334877,22.947826582618724,8,0,cpfl
16,587.0,288.9084745762712,252.80859375,134.0,116.7219868184604,85228.0,13624.022206848842,187,301,5,9,7,10,191.1457627118644,304.32881355932204,8.76271186440678,1.1654939282775314,10.488088481701515,1.7618739146757345,0.8888252822540038,5.3800697853271044,9.479004613902903,11.047722323618538,214.3049167803454,4.129629937082089,295,0,241.11028461845942,0.0,0.0,-0.4222689900814881,0.9064358287083717,-0.00793652627584649,-0.9063010779529077,-0.42234315675751427,-0.015640141990905403,-0.017528722627672917,0.0005885353557705467,0.9998461869253586,1.5062094172771268,4.675574808016477,6.351189058251985,8,0,cpfl
17,265.0,195.13953488372093,190.38671875,116.0,37.44048063600024,8391.0,1401.7895902547086,188,312,5,3,5,6,189.30232558139534,314.30232558139534,6.744186046511628,1.0795758423026764,5.477225575051661,1.7032678209949255,0.9498888441537902,2.97086965235425,5.060186679225375,5.462855296433518,59.355790716276815,2.17333470657691,43,0,62.48709107553948,0.0,0.0,-0.9834224788018568,-0.1375902995135238,-0.11810646750703417,0.17772099151747725,-0.860647767432729,-0.4771799132267666,-0.0359927403965868,-0.49025945160989903,0.8708330452767092,0.46089755485459505,1.337119699696619,1.558391615123213,8,0,cpfl
18,327.0,206.125,196.62890625,141.0,47.80569098872111,11543.0,2285.384090909091,191,309,3,4,5,6,192.30357142857142,310.69642857142856,5.589285714285714,1.619210818183265,6.48074069840786,1.3863534836100224,0.9397027309703959,3.251217450416172,4.507336638358155,7.298328246023316,70.78525634212264,2.3733755965792427,56,0,75.32728596949521,0.0,0.0,0.9594279019502694,-0.2657645437032191,0.09416638609144781,-0.2029990873800422,-0.8828800663207113,-0.4234550259666368,0.19567695695245707,0.38715887669502613,-0.9010097295335217,0.5366098155410217,1.0313511769164576,2.704041558583863,8,0,cpfl
19,265.0,192.75,190.38671875,151.0,29.12080748487975,6939.0,848.0214285714286,194,292,12,4,3,6,195.38888888888889,293.27777777777777,14.583333333333334,1.5108863264720582,5.196152422706632,1.667969082919143,0.9304576539459133,2.5384310122324862,4.234024447526931,6.397129643716851,52.72530795221484,2.048352189765887,36,0,56.66599412516598,0.0,0.0,0.472220713585532,-0.8790580374760852,-0.06530363243698456,-0.8789307155092327,-0.4639302969474515,-0.11067735499494971,0.06699548488666704,0.10966150793666522,-0.991708605731471,0.3304022656926054,0.9192190360947547,2.098372525374029,8,0,cpfl
20,205.0,205.0,202.87109375,205.0,0.0,205.0,0.0,199,300,11,1,1,1,199.0,300.0,11.0,0.0,0.0,0.0,1.6098024574568734,0.0,0.0,0.0,4.835975862049411,0.6203504908994001,1,0,3.0040803078963907,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,0,cpfl
21,649.0,242.0976377952756,215.35546875,115.0,97.37206235637724,153732.0,9481.318527534217,200,303,0,18,16,20,206.62362204724408,308.61102362204724,8.6,1.8879247017109022,25.632011235952593,1.564747865148892,0.604941783470614,6.401777360035072,10.01716745727339,18.91165788376102,357.2727899021755,5.3320601339990255,635,11,590.5903669812064,11.0,0.018625430780773364,0.5176674802236682,-0.29434258527605456,-0.8033572196799422,0.48529691903419986,0.8743161620698934,-0.0076255569819701306,0.7046327272379509,-0.3859192807263989,0.5954485943125809,4.307206999978714,10.545920167744232,37.58839803532594,8,0,cpfl
22,1598.0,722.7242524916943,577.40234375,191.0,417.64201925993905,652620.0,174424.8562515193,239,293,0,12,9,15,244.5204872646733,296.78516057585824,5.6843853820598005,1.2886695343201608,15.7797338380595,1.511584961112494,0.9072428912793344,8.366827475737532,12.647170584547665,16.298023427656677,451.79625294262684,5.996065665343206,903,69,497.9881984035536,69.0,0.13855750040101275,0.14255344672311693,-0.9779510941684944,-0.15261117993778722,0.9894402003149818,0.1448812494646827,-0.004184919856025202,0.026203145383873392,-0.15040306169821324,0.9882774479890712,3.6064516564595754,8.240342060268242,13.684481998905209,8,0,cpfl
23,190.0,171.625,177.90234375,150.0,11.673382420826329,1373.0,136.26785714285714,253,306,5,3,2,3,254.25,306.5,5.75,1.2788062074791775,3.0,2.95327643251787,0.9994537611462325,1.1106046219580257,3.279922455874056,4.1943851966220915,19.343903448197633,1.2407009817988,8,0,19.354475614772717,0.0,0.0,-0.6006106597046815,-0.7793148564661965,0.17870419676151508,-0.577350269189626,0.5773502691896256,0.577350269189626,-0.5531125582698104,0.24358780995308033,-0.7967003682228908,0.0573273418563613,0.5000000000000001,0.8176726581436389,8,0,cpfl
24,201.0,194.0,202.87109375,187.0,8.082903768654761,776.0,65.33333333333333,256,304,6,1,2,2,256.0,304.5,6.5,1.0,1.4142135623730951,0.0,1.2025902163679698,0.0,0.0,0.0,12.185895570759108,0.9847450218426965,4,0,10.133040669133845,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,8,0,cpfl
25,248.0,212.45454545454547,209.11328125,189.0,18.12319553638978,4674.0,328.4502164502185,258,296,6,2,3,5,258.5,297.0,7.454545454545454,1.6696942198714249,4.242640687119285,1.477097891753784,0.9858438109076794,2.2593812451470097,3.3373272738746875,5.572316059007826,37.96929893207544,1.7382464742914956,22,0,38.51451772783014,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.5454545454558684,1.5206611570248043,8,0,cpfl
26,1565.0,459.41692307692307,327.71484375,153.0,298.99524093961685,298621.0,89398.15410453954,261,287,3,14,10,14,267.01076923076926,291.0953846153846,8.71076923076923,1.1301959176083385,14.52583904633395,1.61681664590909,0.7994071778761278,7.489965526812586,12.109900941035837,13.68656060620008,362.87721149405473,5.373718542344861,650,0,453.9328911933843,0.0,0.0,-0.3921155198050104,-0.9152498514984275,-0.09253717339616994,-0.7996485527401884,0.3888506843228146,-0.45755582981992593,0.4547610484953265,-0.1054175252687379,-0.8843526073561642,3.251330967965887,8.499291494212587,10.856508898742772,8,0,cpfl
27,223.0,223.0,221.59765625,223.0,0.0,223.0,0.0,272,292,8,1,1,1,272.0,292.0,8.0,0.0,0.0,0.0,1.6098024574568734,0.0,0.0,0.0,4.835975862049411,0.6203504908994001,1,0,3.0040803078963907,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,0,cpfl
28,446.0,233.7157894736842,221.59765625,122.0,74.25733365281361,44406.0,5514.151601225286,281,284,3,4,11,9,282.2263157894737,288.79473684210524,7.273684210526316,1.4254416226391224,10.816653826391969,2.1182578965033496,0.8379282701899158,3.8425184210534815,8.13944498785612,11.6023036708715,159.8281202762519,3.5663311250535523,190,0,190.7420073558647,0.0,0.0,0.9979669842684751,-0.04546138402235561,0.04466722369766986,0.03191457471372788,-0.25018095566618886,-0.9676729557773097,0.0551666405622788,0.9671311968831986,-0.2482214531106205,0.7640355230821706,3.4282400109558817,6.965785407802214,8,0,cpfl
29,224.0,180.41666666666666,184.14453125,124.0,24.515155662219588,6495.0,600.9928571428571,304,287,3,3,4,5,304.94444444444446,288.52777777777777,4.416666666666667,1.2000305070335369,4.898979485566356,1.6152258317984027,0.9756862773452016,2.800367505106736,4.523225932777245,5.42800910953792,52.72530795221484,2.048352189765887,36,0,54.039202125172885,0.0,0.0,0.8832900196632021,0.4634692307788698,0.07067540791975264,0.4365608843791425,-0.8680581437178188,0.23640992651594858,0.1709190901961558,-0.17796441005554448,-0.9690796321046576,0.3982658234924702,1.0390574075017376,1.496318744311557,8,0,cpfl
30,272.0,181.0327868852459,171.66015625,122.0,35.65527881119182,11043.0,1271.2989071038241,316,281,8,4,4,6,317.26229508196724,282.344262295082,10.704918032786885,1.4130999269589533,5.477225575051661,1.1107519892558402,0.9729979951318465,4.057962659719045,4.507390096608849,6.3693926162934735,74.93833066902953,2.442007959961538,61,0,77.01797027739505,0.0,0.0,0.7304289473841622,0.6821561632991491,0.033712337448628796,0.6703247380209195,-0.7065503232232346,-0.22682898040226343,-0.1309133240753269,0.18828066715977365,-0.9733509603187472,0.8384861698379099,1.0344990663627953,2.06574091265985,8,0,cpfl
31,1139.0,343.819209039548,284.01953125,149.0,172.39291805742582,182568.0,29719.31819635433,339,268,3,8,11,15,341.7853107344633,273.0734463276836,8.853107344632768,1.3917505631401443,15.7797338380595,2.0039457239051908,0.782213527792924,5.661361162178062,11.345060492429651,15.78949432919797,317.1128240112445,5.023448688860067,531,0,405.4044231451774,0.0,0.0,0.9282070592899493,0.355678399600582,0.10919950156422262,-0.35274278286706645,0.9345999760819665,-0.04577569052220953,-0.11833927589563624,0.003969983017126463,0.9929652838923136,1.7722440003752045,7.116974735174247,13.785363919516278,8,0,cpfl
32,613.0,302.4010989010989,265.29296875,149.0,112.19639745105762,55037.0,12588.03160099569,350,267,0,7,5,9,352.6703296703297,269.18131868131866,3.1538461538461537,1.3322379170832916,9.695359714832659,1.5241659468994728,0.916619927930899,4.824757489900879,7.353731068155097,9.796919361029637,155.30962931240202,3.515557936860002,182,25,169.43732574414454,25.0,0.1475471823590438,0.4284194816976046,-0.8995789071455419,-0.08493843370811752,-0.8682218075410533,-0.38379316309439043,-0.3144736886802278,0.25029510704786495,0.20847205515568454,-0.9454584927996899,1.2182065246293534,2.8299934470466037,5.022836135070937,8,0,cpfl
33,456.0,229.0337552742616,209.11328125,124.0,78.9204633394883,54281.0,6228.4395337195165,372,259,9,7,7,11,374.9746835443038,261.9535864978903,13.151898734177216,1.5775652344001942,10.816653826391969,1.2043823277799155,0.8960328942643931,5.826546489590392,7.017389624050771,11.070389907143145,185.20371267614718,3.8390159124038505,237,4,206.69298399830728,4.0,0.019352374341031132,0.8585422652712276,0.49780817800091287,0.12285030182445958,-0.5072831536218387,0.8595311885856426,0.062208824936938155,-0.07462560414784777,-0.11572879401412671,0.9904735561546328,1.7536722942931044,2.543766183051242,6.330701599934766,8,0,cpfl
34,248.0,194.5185185185185,202.87109375,126.0,28.787930346116582,10504.0,828.7449336128599,382,250,6,4,5,6,383.5,252.14814814814815,9.11111111111111,1.2675765005717747,5.744562646538029,1.4144984010975752,0.951529909466625,3.438787548196302,4.86415948863792,6.165694262830647,69.08969853639046,2.344777925390316,54,0,72.60906656640812,0.0,0.0,0.6933326892959459,0.7199122793597235,0.031876197714573604,0.6992387307840457,-0.6614099615098769,-0.2712969962734923,-0.1742268042672189,0.21038814805637227,-0.9619676958361137,0.6127000791889214,1.2258938271953919,1.9697051333935651,8,0,cpfl
35,156.0,156.0,152.93359375,156.0,0.0,156.0,0.0,406,267,8,1,1,1,406.0,267.0,8.0,0.0,0.0,0.0,1.6098024574568734,0.0,0.0,0.0,4.835975862049411,0.6203504908994001,1,0,3.0040803078963907,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,0,cpfl
36,245.0,217.5,209.11328125,192.0,20.3750547764382,1740.0,415.14285714285717,412,251,9,2,2,3,412.625,251.25,9.875,1.508688958969143,2.449489742783178,1.6002062903825314,1.074662503984346,1.5814176030045408,2.530594396049531,3.817879824949114,19.343903448197633,1.2407009817988,8,0,17.999979878780067,0.0,0.0,0.574538345329761,-0.8125199200687452,-0.0985751958517935,-0.8017837257372733,-0.5345224838248487,-0.2672612419124244,0.16446442438593503,0.23258781949447366,-0.9585689121467524,0.10983495705504467,0.2812500000000001,0.6401650429449555,8,0,cpfl
37,231.0,193.06060606060606,184.14453125,152.0,18.925742049420826,6371.0,358.18371212121565,431,255,6,3,7,5,431.75757575757575,257.7878787878788,7.7272727272727275,1.6504551576655828,6.4031242374328485,2.2572425165397174,0.7611148519650804,1.9569739660718102,4.417364839978645,7.290662583433356,49.75385671019088,1.989795496189589,33,0,65.36970942261098,0.0,0.0,0.9994610086579337,-0.015916872002622037,-0.02871141511868149,-0.03084854807770789,-0.1562478945654052,-0.9872360216915587,0.011227611231354946,0.9875896154929594,-0.15665469069423815,0.242919723724585,1.2377109190040776,3.371527300324765,8,0,cpfl
38,219.0,188.67857142857142,184.14453125,155.0,17.463302414404094,5283.0,304.9669312169318,432,247,8,3,4,6,432.92857142857144,248.07142857142858,10.25,1.3411808001026988,5.0990195135927845,1.9220022619436135,0.9456455194673279,2.2099787488047102,4.247584154049969,5.696778314232282,44.591917243822444,1.8837494593627715,28,0,47.15500293274862,0.0,0.0,0.8102231200601852,0.5797286734530207,0.08633169114722629,0.5672287756454811,-0.7384586853242866,-0.36459605887729335,-0.14761440241272955,0.3443739758540526,-0.9271550857083206,0.24871485418649023,0.9187757259675027,1.6526624810498611,8,0,cpfl
39,443.0,218.13725490196077,196.62890625,121.0,78.79629456485695,33375.0,6208.856037151706,438,250,11,5,6,9,440.16993464052285,252.48366013071896,14.627450980392156,1.7444872982798232,8.774964387392123,1.1463571794756888,0.9254968530752931,5.0326303085989545,5.769191885909362,10.0642819663079,138.33914218274552,3.317932963569071,153,10,149.47554032524738,10.0,0.06690057770148054,0.9669683634612507,-0.2548283363147428,-0.0058909316861552015,-0.2548843374218054,-0.9668892797345616,-0.012613297405018143,-0.0024816531018282757,0.013698165769203232,-0.999903096131041,1.3039638472711994,1.7135842473894207,5.214841157351307,8,0,cpfl
40,260.0,219.9090909090909,234.08203125,172.0,32.684719810500226,2419.0,1068.2909090909059,439,243,6,2,2,5,439.72727272727275,243.27272727272728,7.454545454545454,2.378069250264513,4.123105625617661,1.632797952873486,0.9743836053635939,1.4908532293286925,2.4342621008827146,5.7888438491934755,23.91915948713639,1.379647140935167,11,0,24.547990499297132,0.0,0.0,-0.701766310406607,0.7017663103466876,0.12267066169501824,-0.7071067811568752,-0.7071067812162197,-5.89516257421244e-12,0.0867412567366911,-0.08674125673768528,0.9924474337511814,0.10229718313894784,0.27272727271338226,1.5423309160269802,8,0,cpfl
41,295.0,219.6,221.59765625,153.0,40.43607129864329,6588.0,1635.075862068964,474,245,2,3,3,6,475.4,246.0,3.9,1.98002440010954,5.196152422706632,1.196722560071534,0.9597775331123612,2.723673495157506,3.259481517923874,6.453852937195351,46.690833590177625,1.927573210407049,30,0,48.64755839696398,0.0,0.0,-0.9997289370098993,0.0,0.023282021068989005,0.0,-1.0,0.0,0.023282021068989002,0.0,0.9997289370098992,0.3724018000042106,0.5333333333328483,2.090931533346975,8,0,cpfl
42,326.0,203.72,202.87109375,127.0,47.56347805243479,20372.0,2262.284444444446,530,224,6,4,6,8,531.11,226.3,9.11,1.3445197904300952,8.306623862918075,1.8110352871665816,0.8934990991152285,3.5117758229038465,6.359949935897326,8.55107855495857,104.18794157356088,2.8794119114848606,100,0,116.60665542554113,0.0,0.0,0.966834836806771,-0.25522581292091384,-0.009496460165949282,-0.2409170334054886,-0.899025186815591,-0.3656674670876413,0.08479021967139541,0.35582790487825894,-0.9306971154774392,0.6490193079048184,2.128685205582959,3.8480954865382158,8,0,cpfl
43,242.0,223.78571428571428,227.83984375,173.0,22.57015923541722,3133.0,509.4120879120892,539,219,9,2,3,3,539.4285714285714,219.71428571428572,9.928571428571429,1.2189942352420837,3.0,1.474491779032345,1.0722804503464056,2.1607989004730928,3.186080214889705,3.8838134149694103,28.09114759533104,1.4951329367184953,14,0,26.197575071200873,0.0,0.0,0.948683298057842,0.31622776599485325,-5.637093158689856e-12,0.2755293421140569,-0.8265880264147695,-0.4907502585041923,-0.15518885791283724,0.465566573758943,-0.8713002833570472,0.21428571427750287,0.46588414421799806,0.692279121082509,8,0,cpfl
44,821.0,312.14344262295083,252.80859375,136.0,150.21915375329044,76163.0,22565.794154354713,545,220,8,9,7,10,548.0696721311475,222.30737704918033,11.663934426229508,1.3507627506904674,10.04987562112089,1.3038321202415886,0.8220863794046109,5.876556628870339,7.662043289139776,10.349602669147881,188.83276050778574,3.8764460045576628,244,0,229.69941509619252,0.0,0.0,-0.3885390214922742,-0.9190445278929816,-0.06629166258129232,-0.8939968626615916,0.3934187013976398,-0.2144559044228544,0.22317490524038705,-0.024059948889400367,-0.9744814418604293,2.0091691667415286,3.415543779099703,6.231864587148437,8,0,cpfl
45,324.0,210.0,209.11328125,149.0,39.72764420760076,7560.0,1578.2857142857142,580,220,3,3,4,5,581.2222222222222,221.30555555555554,4.916666666666667,1.406604678794655,5.0990195135927845,1.56058866101445,0.9385349765448592,2.717596506314079,4.241050292966237,5.965481185089749,52.72530795221484,2.048352189765887,36,0,56.17830903470301,0.0,0.0,0.8808622257694839,-0.47332298412468626,-0.006862354678454263,-0.4671372798745196,-0.8668226125734446,-0.17435974329753767,0.07658002979802148,0.1567925732636922,-0.9846581071648596,0.3789764779882093,0.9229733248310277,1.826136616980286,8,0,cpfl
46,405.0,213.1551724137931,209.11328125,113.0,67.90829774483625,12363.0,4611.536902601332,595,207,5,4,3,7,596.8275862068965,207.94827586206895,7.793103448275862,1.8900733727197245,6.324555320336759,1.1888971372580928,0.9603969005245442,3.461152340566881,4.1149541093141115,7.777565191978213,72.46074366073704,2.401300224224474,58,0,75.4487479303201,0.0,0.0,-0.1785646885401359,0.9838829400959879,0.009434627424487935,0.9834313704586001,0.17877099468329,-0.030061122032723982,-0.031263262857282675,0.0039104536848900895,-0.9995035351350646,0.59290138607384,0.838052118509797,2.9938384098574646,8,0,cpfl
47,957.0,341.903743315508,290.26171875,142.0,181.14424638023957,63936.0,32813.23799666494,602,218,0,6,5,11,604.812834224599,219.7807486631016,3.9732620320855614,2.13566468534971,10.63014581273465,1.0868811395469231,0.8877673671121588,5.211730349127972,5.6645314208714925,12.097539714609063,158.1412602799464,3.5474612950908626,187,22,178.13367120529352,22.0,0.12350275975980804,0.36105741580735595,-0.9311758267341106,-0.05048883239449972,-0.9312610115662,-0.35719343596314634,-0.07187334444381943,0.04889244141186026,0.07296868513881552,-0.9961350812826035,1.430853469525026,1.690282387055537,7.709485550876036,8,0,cpfl
