label,maximum,mean,median,minimum,sigma,sum,variance,bbox_3,bbox_4,bbox_5,elongation,feret_diameter,flatness,equivalent_ellipsoid_diameter_0,equivalent_ellipsoid_diameter_1,equivalent_ellipsoid_diameter_2,equivalent_spherical_perimeter,equivalent_spherical_radius,volume,surface_area,bbox_volume,convex_volume,sphericity,solidity,perimeter_2d,major_axis_length_2d,minor_axis_length_2d,age,image_id,genotype
12,504.0,237.28125,215.35546875,119.0,71.70981145438559,60744.0,5142.297058823529,7,11,9,1.1442133011841524,10.392304845413264,1.976116993670864,4.78302901107077,9.451824909997695,10.814903782483066,194.97432913214573,3.938980087370786,256.0,286.918212890625,693,335,0.6795467153089763,0.764179104477612,28.02117612289896,11.142717786269635,4.893857408583773,8,0,cpfl
14,238.0,194.5217391304348,184.14453125,135.0,31.851744015641373,4474.0,1014.533596837946,3,3,6,1.9807031127260613,5.0990195135927845,1.179560884662759,2.516651240609181,2.968543363760596,5.879803080862905,39.11133875640761,1.7641942770035128,23.0,60.39012145996094,54,30,0.6476446447013474,0.7666666666666667,9.710632285812853,3.4641016151377544,2.7386127875258306,8,0,cpfl
15,986.0,339.07134637514383,290.26171875,116.0,164.19615522998583,294653.0,26960.3773923096,20,12,14,1.7514949033943623,19.87460691435179,1.363131640394054,7.989364332067301,10.890555307676646,19.074752116530068,440.3830978150317,5.919845727355737,869.0,867.779541015625,3360,1430,0.5074826923202401,0.6076923076923076,59.834590041672,19.703673800562,10.413681391327923,8,0,cpfl
16,587.0,288.9084745762712,252.80859375,134.0,116.7219868184604,85228.0,13624.022206848842,9,7,10,1.1654939282775314,10.488088481701515,1.7618739146757345,5.380069785327104,9.479004613902903,11.047722323618538,214.3049167803454,4.129629937082089,295.0,283.99041748046875,630,350,0.7546202392377696,0.8428571428571429,24.22893832702488,9.063255482734052,5.628267944464902,8,0,cpfl
17,265.0,195.13953488372093,190.38671875,116.0,37.44048063600024,8391.0,1401.7895902547086,3,5,6,1.0795758423026764,5.477225575051661,1.7032678209949257,2.97086965235425,5.060186679225375,5.462855296433518,59.355790716276815,2.17333470657691,43.0,65.01106262207031,90,49,0.9130106219203128,0.8775510204081632,12.392149347147338,4.899296620841422,2.919900382007325,8,0,cpfl
18,327.0,206.125,196.62890625,141.0,47.80569098872111,11543.0,2285.384090909091,4,5,6,1.619210818183265,6.48074069840786,1.3863534836100224,3.251217450416172,4.507336638358155,7.298328246023316,70.78525634212264,2.3733755965792427,56.0,94.75128936767578,120,67,0.7470637794430994,0.835820895522388,13.732907877814585,5.325521087973104,3.2897566188004737,8,0,cpfl
19,265.0,192.75,190.38671875,151.0,29.12080748487975,6939.0,848.0214285714286,4,3,6,1.5108863264720582,5.196152422706632,1.667969082919143,2.5384310122324862,4.234024447526931,6.397129643716851,52.72530795221484,2.048352189765887,36.0,64.36480712890625,72,45,0.8191636129138012,0.8,11.606751183749893,4.541385054734408,2.774134420794161,8,0,cpfl
21,649.0,242.0976377952756,215.35546875,115.0,97.37206235637724,153732.0,9481.318527534217,18,16,20,1.8879247017109024,25.6320112359526,1.564747865148892,6.401777360035072,10.01716745727339,18.91165788376102,357.2727899021755,5.3320601339990255,635.0,894.8235473632812,5760,1661,0.3992661915915468,0.3822998193859121,61.730708939609045,21.564186607899497,12.861540911745188,8,0,cpfl
22,1598.0,722.7242524916943,577.40234375,191.0,417.6420192599391,652620.0,174424.8562515193,12,9,15,1.2886695343201608,15.7797338380595,1.511584961112494,8.366827475737532,12.647170584547665,16.298023427656677,451.7962529426269,5.996065665343206,903.0,497.57611083984375,1620,1012,0.9079942607776196,0.892292490118577,33.15417244944028,12.137668753052198,8.903257870093839,8,0,cpfl
23,190.0,171.625,177.90234375,150.0,11.673382420826329,1373.0,136.26785714285714,3,2,3,1.2788062074791775,3.0,2.95327643251787,1.1106046219580257,3.279922455874056,4.194385196622092,19.34390344819764,1.2407009817988,8.0,26.12362670898437,18,10,0.7404754195765982,0.8,7.259153020606015,3.23606797749979,1.2360679774997898,8,0,cpfl
25,248.0,212.45454545454547,209.11328125,189.0,18.12319553638978,4674.0,328.4502164502185,2,3,5,1.6696942198714249,4.242640687119285,1.477097891753784,2.2593812451470097,3.3373272738746875,5.572316059007826,37.96929893207544,1.7382464742914956,22.0,24.34169006347656,30,26,1.5598464540901538,0.8461538461538461,8.369873755145608,3.265986323710904,2.0,8,0,cpfl
26,1565.0,459.4169230769231,327.71484375,153.0,298.99524093961685,298621.0,89398.15410453954,14,10,14,1.1301959176083385,14.52583904633395,1.61681664590909,7.489965526812586,12.109900941035836,13.68656060620008,362.87721149405473,5.373718542344861,650.0,565.810546875,1960,866,0.64134048666686,0.7505773672055427,39.8579651027765,14.092047308598906,8.204980356601126,8,0,cpfl
28,446.0,233.7157894736842,221.59765625,122.0,74.25733365281361,44406.0,5514.151601225286,4,11,9,1.4254416226391224,10.816653826391969,2.1182578965033496,3.8425184210534815,8.13944498785612,11.6023036708715,159.8281202762519,3.5663311250535523,190.0,204.92189025878903,396,240,0.7799465448733186,0.7916666666666666,25.89501942883427,11.629313590315082,3.8209810085814224,8,0,cpfl
29,224.0,180.41666666666663,184.14453125,124.0,24.515155662219588,6495.0,600.9928571428571,3,4,5,1.2000305070335369,4.898979485566356,1.6152258317984027,2.800367505106736,4.523225932777245,5.42800910953792,52.72530795221484,2.048352189765887,36.0,45.40313720703125,60,42,1.1612701499413052,0.8571428571428571,11.051390816480094,4.381780460041329,2.683281572999748,8,0,cpfl
30,272.0,181.0327868852459,171.66015625,122.0,35.65527881119182,11043.0,1271.298907103824,4,4,6,1.4130999269589533,5.477225575051661,1.1107519892558402,4.057962659719045,4.507390096608849,6.3693926162934735,74.93833066902953,2.442007959961538,61.0,63.680946350097656,96,71,1.1767779055455982,0.8591549295774648,13.50287008168693,4.618802153517007,4.026578365477733,8,0,cpfl
31,1139.0,343.819209039548,284.01953125,149.0,172.39291805742582,182568.0,29719.31819635433,8,11,15,1.3917505631401443,15.7797338380595,2.0039457239051908,5.661361162178062,11.345060492429653,15.78949432919797,317.1128240112445,5.023448688860067,531.0,486.4958190917969,1320,674,0.651830522620398,0.787833827893175,28.80657428629641,11.619270530377827,6.105454611290822,8,0,cpfl
32,613.0,302.4010989010989,265.29296875,149.0,112.19639745105762,55037.0,12588.03160099569,7,5,9,1.3322379170832916,9.69535971483266,1.5241659468994728,4.824757489900879,7.353731068155097,9.796919361029635,155.30962931240202,3.515557936860002,182.0,126.87417602539062,315,198,1.224123254848337,0.9191919191919192,19.421264571625706,7.67112010806443,4.685065064115599,8,0,cpfl
33,456.0,229.0337552742616,209.11328125,124.0,78.9204633394883,54281.0,6228.4395337195165,7,7,11,1.5775652344001942,10.816653826391969,1.2043823277799155,5.826546489590392,7.017389624050771,11.070389907143143,185.2037126761472,3.8390159124038505,237.0,259.7587280273437,539,292,0.712983598597894,0.8116438356164384,20.9920608984206,6.953143614640533,6.248583626262131,8,0,cpfl
34,248.0,194.5185185185185,202.87109375,126.0,28.787930346116585,10504.0,828.7449336128599,4,5,6,1.2675765005717747,5.744562646538029,1.4144984010975752,3.438787548196302,4.86415948863792,6.165694262830647,69.08969853639046,2.344777925390316,54.0,88.52262878417969,120,64,0.7804749981480197,0.84375,13.732907877814585,5.1916092756594585,3.4265245774555724,8,0,cpfl
36,245.0,217.5,209.11328125,192.0,20.3750547764382,1740.0,415.1428571428572,2,2,3,1.508688958969143,2.449489742783178,1.6002062903825314,1.5814176030045408,2.530594396049531,3.817879824949114,19.34390344819764,1.2407009817988,8.0,16.00096893310547,12,8,1.2089207553034955,1.0,5.918394489938772,2.309401076758504,1.3333333333333333,8,0,cpfl
37,231.0,193.0606060606061,184.14453125,152.0,18.925742049420823,6371.0,358.18371212121565,3,7,5,1.6504551576655828,6.4031242374328485,2.2572425165397174,1.9569739660718104,4.417364839978645,7.290662583433356,49.75385671019088,1.989795496189589,33.0,104.94914245605467,105,58,0.4740758766182801,0.5689655172413793,16.739747510291217,7.795484969749075,2.4357003733297065,8,0,cpfl
38,219.0,188.67857142857144,184.14453125,155.0,17.463302414404094,5283.0,304.9669312169318,3,4,6,1.3411808001026988,5.0990195135927845,1.9220022619436128,2.2099787488047102,4.247584154049969,5.696778314232282,44.59191724382245,1.8837494593627715,28.0,66.46288299560547,72,32,0.6709296261910708,0.875,10.496030449210298,4.507893913753563,2.104493398028036,8,0,cpfl
39,443.0,218.1372549019608,196.62890625,121.0,78.79629456485695,33375.0,6208.856037151706,5,6,9,1.7444872982798232,8.774964387392123,1.1463571794756888,5.0326303085989545,5.769191885909362,10.0642819663079,138.33914218274552,3.317932963569071,153.0,152.3878173828125,270,181,0.9078097223167424,0.8453038674033149,17.525145673688662,5.998194119902467,5.073843663554258,8,0,cpfl
40,260.0,219.9090909090909,234.08203125,172.0,32.684719810500226,2419.0,1068.290909090906,2,2,5,2.378069250264513,4.123105625617661,1.632797952873486,1.4908532293286925,2.4342621008827146,5.788843849193476,23.91915948713639,1.379647140935167,11.0,24.93976402282715,20,13,0.9590772176209604,0.8461538461538461,5.918394489938772,2.309401076758504,1.3333333333333333,8,0,cpfl
41,295.0,219.6,221.59765625,153.0,40.43607129864329,6588.0,1635.075862068964,3,3,6,1.98002440010954,5.196152422706632,1.196722560071534,2.723673495157506,3.259481517923874,6.453852937195351,46.690833590177625,1.927573210407049,30.0,48.41202926635742,54,35,0.96444694216989,0.8571428571428571,9.155271918543056,3.0237157840738176,2.799416848895061,8,0,cpfl
42,326.0,203.72,202.87109375,127.0,47.56347805243479,20372.0,2262.284444444446,4,6,8,1.3445197904300952,8.306623862918075,1.8110352871665816,3.5117758229038465,6.359949935897326,8.55107855495857,104.18794157356088,2.8794119114848606,100.0,112.80763244628906,192,123,0.92358947097988,0.8130081300813008,16.184387143021418,6.494939371890685,3.708002233144476,8,0,cpfl
43,242.0,223.78571428571428,227.83984375,173.0,22.57015923541722,3133.0,509.4120879120892,2,3,3,1.2189942352420835,3.0,1.474491779032345,2.1607989004730928,3.186080214889705,3.8838134149694095,28.09114759533104,1.4951329367184951,14.0,16.00096893310547,18,14,1.755590409104001,1.0,7.814513387875811,3.098386676965933,1.7888543819998317,8,0,cpfl
44,821.0,312.14344262295083,252.80859375,136.0,150.21915375329044,76163.0,22565.79415435472,9,7,10,1.3507627506904674,10.04987562112089,1.3038321202415886,5.876556628870339,7.662043289139776,10.34960266914788,188.8327605077857,3.876446004557663,244.0,269.8622741699219,630,329,0.6997375275540921,0.7416413373860182,25.895019428834267,8.91408859520444,6.292630313469757,8,0,cpfl
45,324.0,210.0,209.11328125,149.0,39.72764420760076,7560.0,1578.2857142857142,3,4,5,1.406604678794655,5.0990195135927845,1.56058866101445,2.717596506314079,4.241050292966237,5.965481185089749,52.72530795221484,2.048352189765887,36.0,46.45302581787109,60,46,1.1350241889287374,0.782608695652174,11.606751183749893,4.541385054734408,2.774134420794162,8,0,cpfl
46,405.0,213.1551724137931,209.11328125,113.0,67.90829774483625,12363.0,4611.536902601332,4,3,7,1.8900733727197243,6.324555320336759,1.1888971372580928,3.461152340566881,4.114954109314112,7.777565191978213,72.46074366073704,2.401300224224474,58.0,53.51350402832031,84,61,1.3540646417470532,0.9508196721311476,11.606751183749893,4.346129984141888,3.067356324605906,8,0,cpfl
47,957.0,341.903743315508,290.26171875,142.0,181.1442463802396,63936.0,32813.23799666494,6,5,11,2.13566468534971,10.63014581273465,1.0868811395469231,5.211730349127972,5.6645314208714925,12.097539714609065,158.1412602799464,3.5474612950908626,187.0,163.02349853515625,330,219,0.970051935462807,0.8538812785388128,18.080506040958458,5.896861786965675,5.443952706023812,8,0,cpfl
48,243.0,180.0,177.90234375,156.0,19.615045245933032,4500.0,384.75,2,4,5,1.586145970750044,4.58257569495584,1.8236919895992127,2.0840033736306536,3.80058025878796,6.028275063988681,41.34701201406795,1.8139158392989043,25.0,33.28218078613281,40,30,1.2423167904699142,0.8333333333333334,9.710632285812853,4.155374705678736,1.9054711331003733,8,0,cpfl
49,543.0,257.8032786885246,234.08203125,124.0,90.93312063036724,94356.0,8268.83242757692,10,11,10,1.399096710602076,12.206555615733702,1.901546674387768,5.169798100274771,9.830612384833689,13.753977450824843,247.4409160227445,4.437422951906115,366.0,389.66748046875,1100,449,0.6350053017641754,0.8151447661469933,30.932730980361104,13.834537986925788,5.070840784015712,8,0,cpfl
50,282.0,238.1428571428572,240.32421875,217.0,22.259294473908945,1667.0,495.47619047619327,2,2,5,3.16227765986927,4.0,1.1832159566199232,1.4454080219007608,1.7102298353394196,5.408221601535746,17.69631408553066,1.1866877982896211,7.0,33.83036422729492,20,11,0.5230896707654413,0.6363636363636364,5.918394489938772,2.309401076758504,1.3333333333333333,8,0,cpfl
51,347.0,204.58510638297872,196.62890625,129.0,56.383367023176994,19231.0,3179.084076870283,5,4,8,1.7125395251316813,7.681145747868608,1.2623836407820843,4.036782067595356,5.095967643534856,8.727046008345594,99.9775968725836,2.820631909760692,94.0,99.73826599121094,160,112,1.0023995893551405,0.8392857142857143,14.288268245084378,5.181899763382574,4.0412010400023215,8,0,cpfl
52,391.0,222.8181818181818,209.11328125,141.0,58.8837304040234,46569.0,3467.2937062937103,7,6,12,1.6970066477922656,11.357816691600547,1.1061044869150676,5.771525303521353,6.383910034568817,10.833537767571036,170.31320246457696,3.681452705525917,209.0,241.4805603027344,504,245,0.7052874245904605,0.8530612244897959,19.651302367753352,6.741070998980902,5.8030636421439965,8,0,cpfl
53,294.0,209.63636363636363,215.35546875,129.0,40.36178880787708,9224.0,1629.0739957716717,3,4,6,1.608726990208682,5.477225575051661,1.2033034959589024,3.304256728417825,3.976023672850894,6.396336596223889,60.27250506727158,2.1900533228654027,44.0,52.92601776123047,72,50,1.1388067271409674,0.88,11.051390816480096,3.919183588453085,3.0983866769659336,8,0,cpfl
54,695.0,269.4327485380117,240.32421875,131.0,106.66219612256536,138219.0,11376.824081688595,10,19,11,2.25322856929422,18.708286933869708,1.2956841540829815,6.37438660174306,8.259191711877348,18.60984672448007,309.90532208917085,4.9660328181042805,513.0,629.9180908203125,2090,894,0.4919771738665193,0.5738255033557047,49.01323702131957,20.516050241009864,7.3392138361991455,8,0,cpfl
56,1081.0,388.93530499075786,346.44140625,129.0,185.44249750496525,210414.0,34388.91988087904,11,11,14,1.224534111171219,14.89966442575134,1.2903085617403784,7.972848880075299,10.287435171423343,12.597315283870422,321.0817597595742,5.0547872953459,541.0,551.7706298828125,1694,770,0.5819116538112348,0.7025974025974026,36.62108767417222,11.68690934484074,9.518640428992144,8,0,cpfl
57,270.0,199.0,196.62890625,141.0,35.91322876044425,5174.0,1289.76,3,2,6,1.7194321365589336,5.196152422706632,1.5969656938531267,2.2456022645311866,3.586149778495199,6.166141175658346,42.44237612807351,1.8377858903240547,26.0,25.613037109375,36,29,1.6570614389395688,0.896551724137931,8.369873755145608,3.265986323710904,2.0,8,0,cpfl
58,259.0,194.27586206896552,190.38671875,144.0,31.36751794876369,5634.0,983.9211822660124,3,3,6,1.5446896450417071,5.0990195135927845,1.2580781956148577,2.8295299148984028,3.5597698897736447,5.498739687464608,45.647408114599536,1.9059132510127017,29.0,51.14577865600586,54,34,0.8924961025935877,0.8529411764705882,9.710632285812853,3.4641016151377544,2.7386127875258306,8,0,cpfl
59,231.0,205.125,202.87109375,179.0,19.141857649813257,1641.0,366.4107142857143,2,2,3,1.508688958969143,2.449489742783178,1.6002062903825314,1.5814176030045408,2.530594396049531,3.817879824949114,19.34390344819764,1.2407009817988,8.0,16.0009708404541,12,8,1.2089206111976554,1.0,5.918394489938772,2.309401076758504,1.3333333333333333,8,0,cpfl
60,543.0,245.65686274509804,221.59765625,143.0,75.95531409739257,75171.0,5769.209739633564,11,9,9,1.5677181186290092,12.449899597988733,1.4359561467265696,5.654455937520851,8.119550759877614,12.729166841388071,219.59969982926853,4.180333582940752,306.0,358.2386474609375,891,457,0.6129983500822974,0.6695842450765864,34.494930980107526,13.13155726122558,6.235620146555984,8,0,cpfl
62,370.0,207.94509803921568,196.62890625,131.0,48.3941832652197,53026.0,2341.9969739076705,10,11,8,2.026198435443165,12.96148139681572,1.3153045767708924,5.17927502684861,6.812324147169163,13.80312052872585,194.4662523445845,3.933844514288567,255.0,310.71075439453125,880,371,0.6258755115301128,0.6873315363881402,34.26489318397988,14.673096233834496,5.636395535960992,8,0,cpfl
63,318.0,201.71959459459453,196.62890625,147.0,33.169913177065595,59709.0,1100.2431401740696,14,7,7,2.463736536145593,14.491376746189438,1.1319835688033582,5.636456932678971,6.380376634060371,15.719567027704178,214.7889484698565,4.13429092290855,296.0,333.1953125,686,452,0.6446337640775078,0.6548672566371682,39.30260473550671,15.590215510217588,6.165959918661502,8,0,cpfl
64,303.0,200.6190476190476,196.62890625,130.0,40.97248213420131,29491.0,1678.744292237445,5,8,8,1.0599270821453586,8.602325267042627,1.90454859089562,4.179774668599031,7.96058395534149,8.437638523958263,134.69837227770464,3.273981656517719,147.0,178.70115661621094,320,179,0.753763293021045,0.8212290502793296,20.20666273502315,8.227409048082954,4.613839846949665,8,0,cpfl
66,278.0,200.91304347826087,196.62890625,128.0,40.216231406512975,13863.0,1617.3452685422003,5,4,9,1.88112875833602,8.48528137423857,1.2644751327192023,3.525362549238545,4.457733277331716,8.385570264980165,81.35486304510643,2.544408437947105,69.0,118.24982452392578,180,81,0.6879914060984142,0.8518518518518519,13.732907877814585,5.18238775634773,3.428571428571429,8,0,cpfl
68,1123.0,404.73403141361257,333.95703125,120.0,218.21914159118,386521.0,47619.59375679146,15,20,15,2.163267684733482,22.516660498395403,1.344369680833578,7.755664656747219,10.42648041924352,22.55526815645592,468.9786140763676,6.109020569397366,955.0,963.5140380859376,4500,1704,0.4867377075356515,0.5604460093896714,60.85002600119711,24.18335050899228,9.27073519285186,8,0,cpfl
69,283.0,189.94444444444449,190.38671875,122.0,39.64532219981372,10257.0,1571.7515723270426,3,5,6,1.5034071693090691,5.916079783099616,1.5509721349210115,3.055180288288088,4.738499494294768,7.123894111490152,69.08969853639046,2.344777925390316,54.0,64.17924499511719,90,61,1.076511550449789,0.8852459016393442,12.392149347147338,4.854444919780395,2.858303992038103,8,0,cpfl
70,770.0,275.27914110429447,227.83984375,118.0,132.0750555632261,89741.0,17443.820302029264,10,13,11,1.3172117959863627,13.92838827718412,1.1067812313840806,7.280255117062615,8.057649723252814,10.61363126339486,229.06699812890184,4.269493239919503,326.0,398.1171875,1430,562,0.5753758072273677,0.5800711743772242,37.73180840871181,12.608257670124306,8.184767461901922,8,0,cpfl
71,263.0,189.5,190.38671875,130.0,32.177631982481245,14402.0,1035.4,5,6,6,1.0817761469768168,6.708203932499369,1.9106073260381964,3.324897263504009,6.352573069975111,6.872062019026363,86.76805306102153,2.627695239855779,76.0,120.32842254638672,180,93,0.7210935805925021,0.8172043010752689,16.41442493914907,6.930410208093566,3.26886275794328,8,0,cpfl
72,270.0,197.91666666666663,190.38671875,137.0,30.448305220161984,9500.0,927.0992907801436,3,4,6,1.4805781229987882,5.477225575051661,1.5377459186172648,2.969482067997797,4.566308930470767,6.760777105309013,63.87216189559048,2.254503303573653,48.0,47.91542816162109,72,53,1.3330187028726228,0.9056603773584906,11.606751183749893,4.346129984141888,3.067356324605907,8,0,cpfl
73,218.0,173.51063829787233,171.66015625,148.0,17.477777617685913,8155.0,305.4727104532826,4,5,5,1.0383980967526956,6.0,2.409081525876977,2.460428709260663,5.9273733492172,6.154973204569791,62.98193940883594,2.2387370303845966,47.0,69.348388671875,100,51,0.9081961472362076,0.9215686274509804,13.177547510544787,6.081053090682383,2.1922402412245745,8,0,cpfl
74,288.0,203.8860759493671,202.87109375,143.0,39.22256916419817,16107.0,1538.4099318403094,4,6,7,1.3058102613105569,6.324555320336759,1.4355474433505362,3.827405094525208,5.494421598112479,7.174672102781623,89.03665834217001,2.6618249652766988,79.0,117.99488830566406,168,92,0.7545806400657106,0.8586956521739131,15.073666408481827,5.8487650121869175,3.6612026138446656,8,0,cpfl
76,344.0,192.2051282051282,177.90234375,127.0,44.85830278076239,29984.0,2012.2673283705549,6,9,9,1.2094851051267914,9.486832980505138,1.981576648970732,3.973451350021459,7.873698411023751,9.523120950393713,140.14163824512076,3.339478586524188,156.0,227.3240509033203,486,208,0.6164839914133071,0.75,23.443540163627432,10.02079004126119,4.134595271616278,8,0,cpfl
77,308.0,193.609756097561,190.38671875,125.0,44.31920022497871,15876.0,1964.1915085817527,4,6,6,1.3131884047243256,6.48074069840786,1.2972812146694097,4.13815395512731,5.3683493893965775,7.049654170664499,91.27672013036442,2.695101222399913,82.0,95.22428131103516,144,91,0.9585445946525274,0.9010989010989012,15.629026775751624,5.829941423183904,3.979817017913212,8,0,cpfl
78,700.0,268.2073170731707,215.35546875,131.0,127.5231472124427,43986.0,16262.153074966332,6,4,9,1.6474674585085534,9.16515138991168,1.4698105222169504,4.44803871724847,6.537774109840188,10.770770097041437,144.89276155514742,3.395614761699054,164.0,81.08384704589844,216,180,1.786949766617872,0.9111111111111112,17.29510787756101,6.667281608803803,4.352291467154875,8,0,cpfl
79,227.0,177.2,171.66015625,141.0,22.72838116419269,5316.0,516.5793103448292,3,3,6,2.1872110817337127,5.196152422706632,1.0198716356706972,2.9312102406073905,2.9894581825829563,6.538576065324968,46.690833590177625,1.927573210407049,30.0,49.27975463867188,54,34,0.9474648145576884,0.8823529411764706,9.710632285812853,3.4641016151377544,2.7386127875258306,8,0,cpfl
80,258.0,204.1515151515152,196.62890625,141.0,33.78527898001696,6737.0,1141.445075757576,2,3,6,2.014541918067867,5.477225575051661,1.5949422914296825,2.308250936307196,3.6815270375485087,7.416590539641685,49.75385671019088,1.989795496189589,33.0,14.404592514038086,36,33,3.454027363960692,1.0,8.369873755145608,3.265986323710904,2.0,8,0,cpfl
81,892.0,328.95095948827293,284.01953125,133.0,146.5016399084744,154278.0,21462.730495872296,9,14,12,1.6903862994346175,17.11724276862369,1.7553915214646691,5.560921372585674,9.761594228968562,16.50086514528849,291.92145812589314,4.819789572965278,469.0,452.1871948242188,1512,645,0.6455765697641515,0.7271317829457364,37.73180840871181,16.05517633625401,5.730997344552566,8,0,cpfl
82,364.0,198.1261261261261,190.38671875,114.0,47.485004466448046,43984.0,2254.825649178591,5,12,12,1.505038377848494,13.601470508735444,2.5875107263132344,3.4781434256043005,8.999733421406987,13.544944189623246,177.30437042851074,3.7562525863880585,222.0,350.84051513671875,720,399,0.5053702830171057,0.556390977443609,31.258053551503245,14.206734350677404,4.436970208312073,8,0,cpfl
83,243.0,187.2698412698413,184.14453125,132.0,30.824794350467176,11798.0,950.1679467485932,7,7,8,1.7842644805110093,9.486832980505138,1.5877197671703405,2.9907377404963453,4.748453429008408,8.472496790740408,76.5675041576446,2.4684100922353225,63.0,171.09588623046875,392,128,0.4475122450022381,0.4921875,24.554260898167023,8.52462858477273,5.539919448121576,8,0,cpfl
84,336.0,216.7142857142857,215.35546875,143.0,48.716760476480296,6068.0,2373.3227513227525,3,3,4,1.274395209068952,3.741657386773941,1.2365293539804891,3.016352820586709,3.72980880461731,4.753250471347495,44.59191724382245,1.8837494593627715,28.0,23.02385139465332,36,28,1.9367705463117149,1.0,9.710632285812853,3.4641016151377544,2.7386127875258306,8,0,cpfl
85,258.0,198.8333333333333,196.62890625,155.0,29.134662713485657,7158.0,848.8285714285714,3,3,5,1.7024193962354215,4.898979485566356,1.2326833275481135,2.984315664788173,3.678716164125047,6.262717751051248,52.72530795221484,2.048352189765887,36.0,23.65782928466797,45,38,2.228662119325747,0.9473684210526316,9.710632285812853,3.4641016151377544,2.7386127875258306,8,0,cpfl
